Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
1,2014/9/23,2,2289.091,2311.525,2289.024,2309.718,0.00867
1,2014/9/24,3,2302.231,2345.747,2297.876,2343.575,0.014658
1,2014/9/25,4,2352.865,2365.154,2336.805,2345.103,0.000652
1,2014/9/26,5,2339.288,2350.109,2329.955,2347.718,0.001115
1,2014/9/29,1,2353.708,2363.059,2346.579,2357.711,0.004256
1,2014/9/30,2,2361.318,2365.491,2354.268,2363.87,0.002612
1,2014/10/8,3,2368.576,2382.794,2354.29,2382.794,0.008006
1,2014/10/9,4,2383.859,2391.348,2367.111,2389.371,0.00276
1,2014/10/10,5,2380.755,2386.277,2365.075,2374.54,-0.006207
1,2014/10/13,1,2366.426,2366.862,2341.124,2366.009,-0.003593
1,2014/10/14,2,2362.802,2380.515,2349.194,2359.475,-0.002762
1,2014/10/15,3,2358.233,2374.808,2344.373,2373.67,0.006016
1,2014/10/16,4,2361.13,2389.675,2353.406,2356.499,-0.007234
1,2014/10/17,5,2352.784,2360.597,2312.826,2341.184,-0.006499
1,2014/10/20,1,2346.052,2357.509,2340.459,2356.728,0.006639
1,2014/10/21,2,2355.033,2361.653,2337.551,2339.657,-0.007244
1,2014/10/22,3,2339.223,2352.124,2324.59,2326.553,-0.005601
1,2014/10/23,4,2322.316,2329.927,2297.33,2302.418,-0.010374
1,2014/10/24,5,2303.08,2314.875,2296.657,2302.28,-0.00006
1,2014/10/27,1,2293.573,2293.644,2279.836,2290.437,-0.005144
1,2014/10/28,2,2294.012,2338.278,2294.012,2337.871,0.02071
1,2014/10/29,3,2343.72,2381.643,2339.712,2373.03,0.015039
1,2014/10/30,4,2371.891,2397.256,2365.919,2391.076,0.007605
1,2014/10/31,5,2393.178,2423.596,2384.483,2420.178,0.012171
1,2014/11/3,1,2425.225,2436.785,2418.167,2430.032,0.004072
1,2014/11/4,2,2428.271,2435.223,2417.221,2430.677,0.000265
1,2014/11/5,3,2432.169,2434.363,2415.502,2419.254,-0.0047
1,2014/11/6,4,2419.617,2426.89,2401.75,2425.864,0.002732
1,2014/11/7,5,2427.898,2454.423,2407.442,2418.171,-0.003171
1,2014/11/10,1,2436.628,2474.156,2428.185,2473.673,0.022952
1,2014/11/11,2,2483.648,2508.623,2445.96,2469.673,-0.001617
1,2014/11/12,3,2454.602,2494.917,2444.814,2494.476,0.010043
1,2014/11/13,4,2494.998,2507.743,2471.407,2485.606,-0.003556
1,2014/11/14,5,2477.966,2481.025,2457.045,2478.824,-0.002729
1,2014/11/17,1,2506.864,2508.767,2472.446,2474.009,-0.001942
1,2014/11/18,2,2474.182,2477.052,2449.813,2456.366,-0.007131
1,2014/11/19,3,2452.15,2461.491,2442.71,2450.986,-0.00219
1,2014/11/20,4,2443.276,2458.319,2437.476,2452.66,0.000683
1,2014/11/21,5,2452.635,2488.201,2446.646,2486.791,0.013916
1,2014/11/24,1,2505.532,2546.746,2495.521,2532.879,0.018533
1,2014/11/25,2,2531.998,2568.381,2527.077,2567.597,0.013707
1,2014/11/26,3,2572.649,2605.07,2570.404,2604.345,0.014312
1,2014/11/27,4,2615.367,2631.399,2599.108,2630.486,0.010037
1,2014/11/28,5,2629.626,2683.18,2622.061,2682.835,0.019901
1,2014/12/1,1,2691.725,2720.743,2668.841,2680.155,-0.000999
1,2014/12/2,2,2667.82,2777.372,2665.686,2763.545,0.031114
1,2014/12/3,3,2768.678,2824.179,2733.868,2779.525,0.005782
1,2014/12/4,4,2783.469,2900.508,2772.432,2899.456,0.043148
1,2014/12/5,5,2926.573,2978.029,2813.052,2937.647,0.013172
1,2014/12/8,1,2907.815,3041.657,2879.847,3020.258,0.028121
1,2014/12/9,2,2992.49,3091.324,2834.592,2856.269,-0.054296
1,2014/12/10,3,2855.94,2946.707,2807.678,2940.006,0.029317
1,2014/12/11,4,2912.346,2965.675,2892.611,2925.743,-0.004851
1,2014/12/12,5,2929.36,2962.51,2914.956,2938.173,0.004248
1,2014/12/15,1,2921.446,2960.227,2890.904,2953.421,0.00519
1,2014/12/16,2,2953.811,3021.897,2943.912,3021.518,0.023057
1,2014/12/17,3,3031.952,3076.599,2993.333,3061.02,0.013074
1,2014/12/18,4,3062.801,3089.791,3030.319,3057.521,-0.001143
1,2014/12/19,5,3053.075,3117.527,3018.421,3108.596,0.016705
1,2014/12/22,1,3129.267,3189.867,3090.509,3127.445,0.006064
1,2014/12/23,2,3085.08,3136.838,3025.667,3032.612,-0.030323
1,2014/12/24,3,3039.206,3050.507,2934.911,2972.532,-0.019811
1,2014/12/25,4,2992.462,3073.345,2969.874,3072.536,0.033643
1,2014/12/26,5,3078.005,3164.155,3064.176,3157.603,0.027686
1,2014/12/29,1,3212.559,3223.86,3126.944,3168.016,0.003298
1,2014/12/30,2,3160.801,3190.299,3130.353,3165.815,-0.000695
1,2014/12/31,3,3172.597,3239.357,3157.259,3234.677,0.021752
